id,BankFullFlow,bankErosionCoeff,BankHeight_M,bankMgtFactor,eventMeanConcentration,HillSlopeFinePerc,HillslopeFineSDR,Load_Conversion_Factor,RiparianVegPercent,sedBulkDensity,SoilErodibility,SoilPercentFine,USLE_HSDR_Fine,A3,RainThreshold,Beta,LinkLength_M,Link_Slope,LongTermAvDailyFlow,Gully_Management_Practice_Factor,Gully_SDR_Fine,maxRiparianVegEffectiveness,ave_annual
114,0.8922,1.1016,1.1102,0.9391,1.0156,0.9648,0.6797,0.9008,0.9953,0.9977,0.9609,1.0797,0.9836,0.8281,0.8656,0.9344,0.9977,0.9523,1.0484,1.0484,0.9602,1.043,25999844.801704016
115,0.9672,0.7266,1.0727,0.9141,1.0656,0.9773,1.0547,0.9633,1.0703,1.0102,0.8859,1.0547,1.0961,0.9781,0.8156,0.9844,0.9990000000000001,0.9648,0.9234,0.9734,0.9477,1.0055,25848415.146865714
116,1.2672,1.2266,0.9227,1.0141,0.8656,1.0273,0.5547,0.9133,0.9703,0.9602,0.9859,0.9547,0.9461,1.1781,1.0156,1.1844,1.004,1.0148,1.0234,1.0734,0.9977,0.9555,31877159.56427542
117,1.1172,0.9766,1.1477,0.9641,0.9656,1.0023,1.3047,0.9383,0.9203,0.9852,0.9359,0.9047,1.0211,0.8781,1.1156,0.8844,1.0015,0.9898,1.0734,0.9234,0.9227,0.9805,27988371.98508997
118,0.8172,1.4766,0.9977,1.0641,1.1656,0.9523,0.8047,0.9883,1.0203,1.0352,0.8359,1.0047,0.8711,1.0781,0.9156,1.0844,0.9965,1.0398,0.9734,1.0234,0.9727,1.0305,29888873.021875773
119,0.7797,0.5391,1.1289,1.0016,0.9406,0.9711,1.1172,0.9695,1.0578,0.9914,0.8484,1.0422,0.9273,0.8531,1.0906,0.9594,1.0034,0.9586,0.9109,0.9359,0.9414,0.9617,21129917.7683298
120,1.0797,1.0391,0.9789,0.9016,1.1406,1.0211,0.6172,0.9195,0.9578,1.0414,0.9484,0.9422,1.0773,1.0531,0.8906,1.1594,0.9984,1.0086,1.0109,1.0359,0.9914,1.0117,30921569.60879772
121,1.2297,0.7891,1.0539,1.0516,1.0406,1.0461,1.3672,0.9445,0.9078,1.0164,0.9984,0.9922,0.8523,0.9531,0.9906,0.8594,0.9959,0.9836,1.0609,0.9859,0.9164,1.0367,28077072.869797025
122,0.9297,1.2891,0.9039,0.9516,0.8406,0.9961,0.8672,0.9945,1.0078,0.9664,0.8984,1.0922,1.0023,1.1531,1.1906,1.0594,1.0009,1.0336,0.9609,1.0859,0.9664,0.9867,28762371.77301097
123,0.8547,0.9141,0.9414,0.9766,0.8906,0.9586,1.4922,0.932,0.9328,1.0289,0.9734,1.0672,0.8898,1.0031,1.1406,1.0094,1.0021,1.0461,1.0859,0.9109,0.9289,0.9742,26703547.74534597
124,1.1547,1.4141,1.0914,1.0766,1.0906,1.0086,0.9922,0.982,1.0328,0.9789,0.8734,0.9672,1.0398,0.8031,0.9406,0.8094,0.9971,0.9961,0.9859,1.0109,0.9789,1.0242,30168722.050839353
125,1.0047,0.6641,0.8664,0.9266,1.1906,1.0336,1.2422,0.9570000000000001,1.0828,0.9539,0.8234,0.9172,0.9648,1.1031,0.8406,1.1094,0.9996,1.0211,0.9359,0.9609,0.9039,1.0492,25129009.211413436
126,0.7047,1.1641,1.0164,1.0266,0.9906,0.9836,0.7422,0.907,0.9828,1.0039,0.9234,1.0172,1.1148,0.9031,1.0406,0.9094,1.0046,0.9711,1.0359,1.0609,0.9539,0.9992,24677387.19576192
127,0.7070000000000001,0.8320000000000001,0.9379,0.9383,1.1609,1.0176,1.3633,0.9246,0.9211,1.0316,0.9477,1.0477,1.0949,1.1516,0.8109,1.1047,1.0007,0.9855,0.9164,1.0117,0.9855,0.9559,29673740.988794435
128,1.0070000000000001,1.3319999999999999,1.0879,1.0383,0.9609,0.9676,0.8633,0.9746,1.0211,0.9816,0.8477,0.9477,0.9449,0.9516,1.0109,0.9047,0.9957,1.0355,1.0164,0.9117,0.9355,1.0059,27313638.050133187
129,1.157,0.5820000000000001,0.8629,0.9883,0.8609,0.9926,1.1133,0.9996,1.0711,0.9566,0.8977,0.9977,1.0199,1.0516,1.1109,1.0047,0.9982,0.9605,1.0664,1.0617,0.9605,1.0309,22719934.72099511
130,0.857,1.082,1.0129,1.0883,1.0609,1.0426,0.6133,0.9496,0.9711,1.0066,0.9977,1.0977,0.8699,0.8516,0.9109,0.8047,1.0032,1.0105,0.9664,0.9617,0.9105,0.9809,25077408.92674762
131,0.932,0.7070000000000001,1.1254,1.0633,1.0109,1.0051,1.2383,0.9871,1.0961,0.9941,0.8727,1.0727,1.0574,0.9016,0.9609,0.8547,1.0044,1.023,1.0914,1.0367,0.998,0.9684,22653556.234201547
132,1.232,1.207,0.9754,0.9633,0.8109,0.9551,0.7383,0.9371,0.9961,1.0441,0.9727,0.9727,0.9074,1.1016,1.1609,1.0547,0.9994,0.973,0.9914,0.9367,0.948,1.0184,30225526.96312679
133,1.082,0.9570000000000001,1.0504,1.0133,0.9109,0.9801,1.4883,0.9121,0.9461,1.0191,0.9227,0.9227,1.1324,0.8016,1.0609,0.9547,0.9969,1.048,0.9414,1.0867,0.973,1.0434,31814650.610552788
134,0.782,1.4569999999999999,0.9004,0.9133,1.1109,1.0301,0.9883,0.9621,1.0461,0.9691,0.8227,1.0227,0.9824,1.0016,0.8609,1.1547,1.0019,0.998,1.0414,0.9867,0.9229999999999999,0.9934,27514320.31036233
135,0.8195,0.5195,1.0691,0.9508,0.9859,1.0488,1.1758,0.9809,1.0836,1.0004,0.8102,1.0352,0.8887,0.8266,1.1359,0.8797,0.9975,1.0043,1.0789,1.0742,0.9918,1.0246,18962092.118524395
136,1.1195,1.0195,0.9191,1.0508,1.1859,0.9988,0.6758,0.9309,0.9836,0.9504,0.9102,0.9352,1.0387,1.0266,0.9359,1.0797,1.0025,0.9543,0.9789,0.9742,0.9418,0.9746,29133391.094624966
137,1.2695,0.7695,1.1441,0.9008,1.0859,0.9738,1.4258,0.9059,0.9336,0.9754,0.9602,0.9852,0.9637,0.9266,0.8359,0.9797,1.0,1.0293,0.9289,1.0242,0.9668,0.9996,31311013.534032077
138,0.9695,1.2695,0.9941,1.0008,0.8859,1.0238,0.9258,0.9559,1.0336,1.0254,0.8602,1.0852,1.1137,1.1266,1.0359,1.1797,0.995,0.9793,1.0289,0.9242,0.9168,1.0496,31553511.80610748
139,0.8945,0.8945,0.8816,1.0258,0.8359,1.0363,1.3008,0.9184,0.9086,0.9629,0.9852,1.0602,0.9262,1.0766,1.0859,1.1297,0.9963,0.9918,0.9039,1.0992,0.9793,1.0121,28953203.890142303
140,1.1945,1.3945,1.0316,0.9258,1.0359,0.9863,0.8008,0.9684,1.0086,1.0129,0.8852,0.9602,1.0762,0.8766,0.8859,0.9297,1.0013,1.0418,1.0039,0.9992,0.9293,0.9621,31751183.41885165
141,1.0445,0.6445,0.9566,1.0758,1.1359,0.9613,1.0508,0.9934,1.0586,1.0379,0.8352,0.9102,0.8512,1.1766,0.9859,1.0297,1.0038,0.9668,1.0539,1.0492,0.9543,0.9871,22936150.452447053
142,0.7445,1.1445,1.1066,0.9758,0.9359,1.0113,0.5508,0.9434,0.9586,0.9879,0.9352,1.0102,1.0012,0.9766,1.1859,0.8297,0.9988,1.0168,0.9539,0.9492,0.9043,1.0371,22816877.00267165
143,0.7633,0.6758,0.9098,1.0195,1.0734,0.9832,0.8320000000000001,0.9902,0.9773,1.0473,0.9289,1.0664,0.9918,0.9141,0.9484,1.1172,0.9985,1.0262,1.0727,1.0055,0.9387,1.0402,24867302.701940566
144,1.0633,1.1758,1.0598,0.9195,0.8734,1.0332,1.3319999999999999,0.9402,1.0773,0.9973,0.8289,0.9664,1.1418,1.1141,1.1484,0.9172,1.0035,0.9762,0.9727,0.9055,0.9887,0.9902,27091747.33532847
145,1.2133,0.9258,0.9848,1.0695,0.9734,1.0082,0.5820000000000001,0.9152,1.0273,0.9723,0.8789,0.9164,0.9168,0.8141,1.0484,1.0172,1.001,1.0012,0.9227,1.0555,0.9137,0.9652,26209643.179222886
146,0.9133,1.4258,1.1348,0.9695,1.1734,0.9582,1.082,0.9652,0.9273,1.0223,0.9789,1.0164,1.0668,1.0141,0.8484,0.8172,0.996,0.9512,1.0227,0.9555,0.9637,1.0152,31406973.394963186
147,0.9883,0.8008,1.0223,0.9945,1.1234,0.9957,0.7070000000000001,0.9027,1.0023,0.9848,0.8539,1.0414,0.8793,1.1641,0.8984,0.8672,0.9972,0.9637,0.9477,1.0305,0.9262,1.0277,21734880.23819979
148,1.2883,1.3008,0.8723,1.0945,0.9234,1.0457,1.207,0.9527,0.9023,1.0348,0.9539,0.9414,1.0293,0.9641,1.0984,1.0672,1.0022,1.0137,1.0477,0.9305,0.9762,0.9777,37712918.51262035
149,1.1383,0.5508,1.0973,0.9445,0.8234,1.0207,0.9570000000000001,0.9777,0.9523,1.0098,0.9039,0.9914,0.9543,1.0641,1.1984,0.9672,1.0047,0.9887,1.0977,1.0805,0.9012,0.9527,22633731.60340539
150,0.8383,1.0508,0.9473,1.0445,1.0234,0.9707,1.4569999999999999,0.9277,1.0523,0.9598,0.8039,1.0914,1.1043,0.8641,0.9984,1.1672,0.9997,1.0387,0.9977,0.9805,0.9512,1.0027,29885496.462111294
151,0.8008,0.9883,1.0785,1.082,0.8984,0.9520000000000001,0.6445,0.909,1.0148,1.016,0.8164,1.0539,1.0105,1.0891,1.0234,0.8922,1.0004,0.9574,0.9352,1.068,0.9324,0.9840000000000001,22843884.036257245
152,1.1008,1.4883,0.9285,0.982,1.0984,1.002,1.1445,0.9590000000000001,0.9148,0.966,0.9164,0.9539,0.8605,0.8891,0.8234,1.0922,0.9954,1.0074,1.0352,0.968,0.9824,1.034,33734920.983117916
153,1.2508,0.7383,1.0035,1.032,1.1984,1.0270000000000001,0.8945,0.9840000000000001,0.9648,0.991,0.9664,0.9039,1.0855,1.1891,0.9234,0.9922,0.9979,0.9824,1.0852,1.018,0.9074,1.0090000000000001,28356170.43478133
154,0.9508,1.2383,0.8535,0.932,0.9984,0.977,1.3945,0.934,1.0648,1.041,0.8664,1.0039,0.9355,0.9891,1.1234,1.1922,1.0029,1.0324,0.9852,0.9179999999999999,0.9574,0.9590000000000001,28520654.07063616
155,0.8758,0.6133,0.966,0.907,0.9484,0.9645,0.7695,0.9965,0.9898,0.9535,0.9914,1.0289,1.123,0.8391,1.1734,1.1422,1.0041,1.0449,1.0602,1.093,0.9449,0.9965,25304068.444333423
156,1.1758,1.1133,1.1159999999999999,1.0070000000000001,1.1484,1.0145,1.2695,0.9465,1.0898,1.0035,0.8914,0.9289,0.973,1.0391,0.9734,0.9422,0.9991,0.9949,0.9602,0.993,0.9949,1.0465,29489286.977433387
157,1.0258,0.8633,0.8909999999999999,0.9570000000000001,1.0484,1.0395,0.5195,0.9215,1.0398,1.0285,0.8414,0.9789,1.048,0.9391,0.8734,1.0422,0.9966,1.0199,0.9102,1.043,0.9199,1.0215,25323441.678051375
158,0.7258,1.3633,1.041,1.057,0.8484,0.9895,1.0195,0.9715,0.9398,0.9785,0.9414,1.0789,0.898,1.1391,1.0734,0.8422,1.0016,0.9699,1.0102,0.943,0.9699,0.9715,25441168.67528268
159,0.7352,0.5664,1.1488,1.0477,1.1047,0.9754,0.5664,0.9574,1.0805,1.0363,0.9695,0.9570000000000001,1.0434,0.8453,1.1922,1.1484,1.0024,0.9840000000000001,0.9945,0.9086,0.9559,1.023,23619343.192207966
160,1.0352,1.0664,0.9988,0.9477,0.9047,1.0254,1.0664,0.9074,0.9805,0.9863,0.8695,1.057,0.8934,1.0453,0.9922,0.9484,0.9974,1.034,1.0945,1.0086,0.9059,0.973,25784999.338949002
161,1.1852,0.8164,1.0738,1.0977,0.8047,1.0004,0.8164,0.9324,0.9305,0.9613,0.8195,1.0070000000000001,1.1184,0.9453,0.8922,1.0484,0.9999,0.9590000000000001,1.0445,0.9586,0.9809,0.998,28868634.59911048
162,0.8852,1.3164,0.9238,0.9977,1.0047,0.9504,1.3164,0.9824,1.0305,1.0113,0.9195,0.907,0.9684,1.1453,1.0922,0.8484,1.0049,1.0090000000000001,0.9445,1.0586,0.9309,1.048,25216238.38687704
163,0.9602,0.9414,0.9613,0.9727,1.0547,0.9879,0.9414,0.9449,0.9055,0.9988,0.8445,0.932,1.0809,1.0953,1.0422,0.8984,1.0036,1.0215,1.0195,0.9336,0.9684,1.0105,25277323.428877734
164,1.2602,1.4414,1.1113,1.0727,0.8547,1.0379,1.4414,0.9949,1.0055,1.0488,0.9445,1.032,0.9309,0.8953,0.8422,1.0984,0.9986,0.9715,0.9195,1.0336,0.9184,0.9605,43628547.12519982
165,1.1102,0.6914,0.8863,0.9227,0.9547,1.0129,0.6914,0.9699,1.0555,1.0238,0.9945,1.082,1.0059,1.1953,0.9422,0.9984,0.9961,1.0465,0.9695,0.9836,0.9934,0.9855,24381763.695512336
166,0.8102,1.1914,1.0363,1.0227,1.1547,0.9629,1.1914,0.9199,0.9555,0.9738,0.8945,0.982,0.8559,0.9953,1.1422,1.1984,1.0011,0.9965,1.0695,1.0836,0.9434,1.0355,28656561.30860716
167,0.8477,0.7539,0.8676,1.0602,0.9297,0.9566,0.8789,0.9387,0.9179999999999999,1.0051,0.882,0.9695,0.9496,1.1703,0.8672,0.8734,0.9993,1.0027,1.0070000000000001,0.9711,0.9746,0.9543,20761024.002156425
168,1.1477,1.2539,1.0176,0.9602,1.1297,1.0066,1.3789,0.9887,1.018,0.9551,0.982,1.0695,1.0996,0.9703,1.0672,1.0734,1.0043,0.9527,0.907,1.0711,0.9246,1.0043,37250150.975466385
169,1.2977,0.5039,0.9426,1.0102,1.0297,1.0316,0.6289,0.9637,1.068,0.9801,0.932,1.0195,0.8746,1.0703,1.1672,0.9734,1.0018,1.0277,0.9570000000000001,0.9211,0.9996,1.0293,21419529.99096361
170,0.9977,1.0039,1.0926,0.9102,0.8297,0.9816,1.1289,0.9137,0.968,1.0301,0.8320000000000001,0.9195,1.0246,0.8703,0.9672,1.1734,0.9968,0.9777,1.057,1.0211,0.9496,0.9793,28038478.726936437
171,0.9227,0.6289,1.0551,0.9352,0.8797,0.9691,0.5039,0.9512,1.093,0.9676,0.907,0.9445,0.9121,0.9203,0.9172,1.1234,0.9955,0.9902,0.982,0.9961,0.9621,0.9668,20974393.49886021
172,1.2227,1.1289,0.9051,1.0352,1.0797,1.0191,1.0039,0.9012,0.993,1.0176,0.807,1.0445,1.0621,1.1203,1.1172,0.9234,1.0005,1.0402,1.082,1.0961,0.9121,1.0168,28904616.880699415
173,1.0727,0.8789,1.1301,0.9852,1.1797,1.0441,0.7539,0.9262,0.943,1.0426,0.857,1.0945,0.9871,0.8203,1.0172,1.0234,1.003,0.9652,1.032,0.9461,0.9871,1.0418,29780785.51812629
174,0.7727,1.3789,0.9801,1.0852,0.9797,0.9941,1.2539,0.9762,1.043,0.9926,0.9570000000000001,0.9945,1.1371,1.0203,0.8172,0.8234,0.998,1.0152,0.932,1.0461,0.9371,0.9918,27077122.376232456
175,0.7539,0.9102,1.0082,0.9164,1.0172,1.0223,1.0977,0.9293,1.0242,1.0457,0.9508,0.9258,0.8652,1.0828,1.0547,1.1359,0.9996,1.0309,1.0383,0.9023,0.9215,0.9824,24453852.749836806
176,1.0539,1.4102,0.8582,1.0164,0.8172,0.9723,0.5977,0.9793,0.9242,0.9957,0.8508,1.0258,1.0152,0.8828,0.8547,0.9359,1.0046,0.9809,0.9383,1.0023,0.9715,1.0324,29297444.448738296
177,1.2039,0.6602,1.0832,0.9664,0.9172,0.9973,1.3477,0.9543,0.9742,0.9707,0.8008,1.0758,0.9402,1.1828,0.9547,1.0359,1.0021,1.0059,0.9883,0.9523,0.9465,1.0074,26944987.620658074
178,0.9039,1.1602,0.9332,1.0664,1.1172,1.0473,0.8477,0.9043,1.0742,1.0207,0.9008,0.9758,1.0902,0.9828,1.1547,0.8359,0.9971,0.9559,1.0883,1.0523,0.9965,0.9574,22614576.865266897
179,0.9789,0.5352,0.8957,1.0914,1.1672,1.0098,1.4727,0.9668,0.9992,0.9832,0.8258,0.9508,0.9777,0.8328,1.1047,0.8859,0.9958,0.9684,0.9633,0.9273,0.909,0.9949,22495970.237776306
180,1.2789,1.0352,1.0457,0.9914,0.9672,0.9598,0.9727,0.9168,1.0992,1.0332,0.9258,1.0508,1.1277,1.0328,0.9047,1.0859,1.0008,1.0184,1.0633,1.0273,0.9590000000000001,1.0449,31695696.887678385
181,1.1289,0.7852,0.9707,1.0414,0.8672,0.9848,1.2227,0.9418,1.0492,1.0082,0.9758,1.0008,0.9027,0.9328,0.8047,0.9859,1.0033,0.9934,1.0133,0.9773,0.934,1.0199,25520176.55852024
182,0.8289,1.2852,1.1207,0.9414,1.0672,1.0348,0.7227,0.9918,0.9492,0.9582,0.8758,0.9008,1.0527,1.1328,1.0047,1.1859,0.9983,1.0434,0.9133,1.0773,0.9840000000000001,0.9699,31509605.76393658
183,0.7914,0.7227,0.9895,0.9789,0.8422,1.041,1.4102,0.973,0.9867,1.0145,0.8883,0.9383,1.1465,0.9078,0.9797,0.8609,1.0014,0.9621,0.9508,0.9648,0.9027,1.0387,22537287.43418297
184,1.0914,1.2227,1.1395,1.0789,1.0422,0.991,0.9102,0.9229999999999999,1.0867,0.9645,0.9883,1.0383,0.9965,1.1078,1.1797,1.0609,0.9964,1.0121,1.0508,1.0648,0.9527,0.9887,32147648.977542955
185,1.2414,0.9727,0.9145,0.9289,1.1422,0.966,1.1602,0.948,1.0367,0.9895,0.9383,1.0883,1.0715,0.8078,1.0797,0.9609,0.9989,0.9871,1.0008,0.9148,0.9277,0.9637,29171131.91622036
186,0.9414,1.4727,1.0645,1.0289,0.9422,1.016,0.6602,0.998,0.9367,1.0395,0.8383,0.9883,0.9215,1.0078,0.8797,1.1609,1.0039,1.0371,0.9008,1.0148,0.9777,1.0137,35398167.69442794
187,0.8664,0.8477,1.102,1.0039,0.9922,1.0285,1.0352,0.9355,1.0117,0.9520000000000001,0.9133,0.9633,1.034,1.1578,0.8297,1.1109,1.0027,1.0496,1.0258,0.9898,0.9152,1.0262,27529831.902790785
188,1.1664,1.3477,0.9520000000000001,0.9039,1.1922,0.9785,0.5352,0.9855,0.9117,1.002,0.8133,1.0633,0.884,0.9578,1.0297,0.9109,0.9977,0.9996,0.9258,1.0898,0.9652,0.9762,30361785.27931865
189,1.0164,0.5977,1.0270000000000001,1.0539,1.0922,0.9535,1.2852,0.9605,0.9617,1.0270000000000001,0.8633,1.0133,1.109,1.0578,1.1297,1.0109,0.9952,1.0246,0.9758,0.9398,0.9402,0.9512,27730516.274376582
190,0.7164,1.0977,0.877,0.9539,0.8922,1.0035,0.7852,0.9105,1.0617,0.977,0.9633,0.9133,0.9590000000000001,0.8578,0.9297,0.8109,1.0002,0.9746,1.0758,1.0398,0.9902,1.0012,17433208.68264125
191,0.7117,0.6992,1.0293,1.0805,0.9016,1.0371,0.9648,0.9035,1.0289,1.0309,0.8617,1.0055,1.0738,0.9609,1.1141,0.9016,0.9995,0.9535,0.9617,0.9977,0.9426,1.0488,21244483.715126272
192,1.0117,1.1992,0.8793,0.9805,1.1016,0.9871,1.4648,0.9535,0.9289,0.9809,0.9617,0.9055,0.9238,1.1609,0.9141,1.1016,1.0045,1.0035,1.0617,1.0977,0.9926,0.9988,30887532.487950318
193,1.1617,0.9492,1.1043,1.0305,1.0016,0.9621,0.7148,0.9785,0.9789,0.9559,0.9117,0.9555,1.1488,0.8609,0.8141,0.8016,1.002,0.9785,1.0117,0.9477,0.9176,0.9738,24782295.76967201
194,0.8617,1.4492,0.9543,0.9305,0.8016,1.0121,1.2148,0.9285,1.0789,1.0059,0.8117,1.0555,0.9988,1.0609,1.0141,1.0016,0.997,1.0285,0.9117,1.0477,0.9676,1.0238,27517991.88791388
195,0.9367,0.8242,0.9168,0.9055,0.8516,1.0496,0.5898,0.991,0.9539,0.9934,0.9367,1.0805,1.1113,1.1109,1.0641,1.0516,0.9957,1.041,1.0367,0.9727,0.9301,1.0363,25879547.78269204
196,1.2367,1.3242,1.0668,1.0055,1.0516,0.9996,1.0898,0.941,1.0539,1.0434,0.8367,0.9805,0.9613,0.9109,0.8641,0.8516,1.0007,0.991,0.9367,1.0727,0.9801,0.9863,30132883.699164905
197,1.0867,0.5742,0.9918,0.9555,1.1516,0.9746,0.8398,0.9159999999999999,1.0039,1.0184,0.8867,0.9305,1.0363,1.0109,0.9641,1.1516,1.0032,1.016,0.9867,0.9227,0.9051,0.9613,25998791.727661967
198,0.7867,1.0742,1.1418,1.0555,0.9516,1.0246,1.3398,0.966,0.9039,0.9684,0.9867,1.0305,0.8863,0.8109,1.1641,0.9516,0.9982,0.966,1.0867,1.0227,0.9551,1.0113,28209708.472108725
199,0.8242,0.8867,0.973,1.018,1.1266,1.0059,0.5273,0.9973,0.9664,1.0121,0.9992,1.018,0.9426,1.0359,0.8391,1.0766,1.0014,1.0348,1.0492,0.9352,0.9363,0.9801,26199718.032316554
200,1.1242,1.3867,1.123,0.9179999999999999,0.9266,0.9559,1.0273,0.9473,1.0664,0.9621,0.8992,0.9179999999999999,1.0926,0.8359,1.0391,0.8766,0.9964,0.9848,0.9492,1.0352,0.9863,1.0301,27985664.741743185
201,1.2742,0.6367,0.898,1.068,0.8266,0.9809,0.7773,0.9223,1.0164,0.9871,0.8492,0.968,0.8676,1.1359,1.1391,1.1766,0.9989,1.0098,0.9992,0.9852,0.9113,1.0051,23426812.658382155
202,0.9742,1.1367,1.048,0.968,1.0266,1.0309,1.2773,0.9723,0.9164,1.0371,0.9492,1.068,1.0176,0.9359,0.9391,0.9766,1.0039,0.9598,1.0992,1.0852,0.9613,0.9551,31894491.829939257
203,0.8992,0.5117,1.0855,0.993,1.0766,1.0184,0.9023,0.9098,1.0414,0.9746,0.8242,1.093,0.9051,0.8859,0.9891,0.9266,1.0026,0.9723,0.9742,0.9102,0.9488,0.9926,20435950.8985893
204,1.1992,1.0117,0.9355,1.093,0.8766,0.9684,1.4023,0.9598,0.9414,1.0246,0.9242,0.993,1.0551,1.0859,1.1891,1.1266,0.9976,1.0223,1.0742,1.0102,0.9988,1.0426,33739814.14327481
205,1.0492,0.7617,1.0105,0.943,0.9766,0.9934,0.6523,0.9848,0.9914,1.0496,0.9742,0.943,0.9801,0.9859,1.0891,0.8266,0.9951,0.9973,1.0242,0.9602,0.9238,1.0176,20735754.639269114
206,0.7492,1.2617,0.8605,1.043,1.1766,1.0434,1.1523,0.9348,1.0914,0.9996,0.8742,1.043,1.1301,1.1859,0.8891,1.0266,1.0001,1.0473,0.9242,1.0602,0.9738,0.9676,29138537.017442275
207,0.768,0.7929999999999999,1.1137,0.9617,0.8141,0.9652,1.4961,0.9816,1.0727,1.0402,0.868,1.0867,0.877,1.1234,1.0266,0.9141,1.0023,1.0066,1.0055,0.9914,0.9832,0.9582,22167437.441713814
208,1.068,1.2930000000000001,0.9637,1.0617,1.0141,1.0152,0.9961,0.9316,0.9727,0.9902,0.968,0.9867,1.0270000000000001,0.9234,0.8266,1.1141,0.9973,0.9566,0.9055,1.0914,0.9332,1.0082,35519272.01137677
209,1.218,0.5429999999999999,1.0387,0.9117,1.1141,1.0402,1.2461,0.9066,0.9227,0.9652,0.9179999999999999,0.9367,0.9520000000000001,1.0234,0.9266,0.8141,0.9998,1.0316,0.9555,0.9414,0.9582,1.0332,22058356.55348481
210,0.9179999999999999,1.043,0.8887,1.0117,0.9141,0.9902,0.7461,0.9566,1.0227,1.0152,0.818,1.0367,1.102,0.8234,1.1266,1.0141,1.0048,0.9816,1.0555,1.0414,0.9082,0.9832,25288734.842028864
211,0.993,0.6679999999999999,0.9262,1.0367,0.9641,0.9527,1.1211,0.9191,0.9477,0.9777,0.943,1.0117,0.9895,0.9734,1.1766,1.0641,1.0036,0.9941,0.9805,0.9664,0.9957,0.9707,26014864.732620306
212,1.2930000000000001,1.168,1.0762,0.9367,1.1641,1.0027,0.6211,0.9691,1.0477,1.0277,0.843,0.9117,1.1395,1.1734,0.9766,0.8641,0.9986,1.0441,1.0805,1.0664,0.9457,1.0207,27092926.506461773
213,1.143,0.9179999999999999,0.8512,1.0867,1.0641,1.0277,1.3711,0.9941,1.0977,1.0027,0.893,0.9617,0.9145,0.8734,0.8766,1.1641,0.9961,0.9691,1.0305,0.9164,0.9707,1.0457,27710622.51265787
214,0.843,1.4180000000000001,1.0012,0.9867,0.8641,0.9777,0.8711,0.9441,0.9977,0.9527,0.993,1.0617,1.0645,1.0734,1.0766,0.9641,1.0011,1.0191,0.9305,1.0164,0.9207,0.9957,30522580.534974966
215,0.8055,0.6055,0.8699,0.9492,1.0391,0.9965,1.0586,0.9129,0.9352,1.0215,0.9805,1.0992,1.1207,0.8984,0.9016,1.0891,0.9992,0.9754,0.993,0.9289,0.9895,1.0145,26470883.703341495
216,1.1055,1.1055,1.0199,1.0492,0.8391,1.0465,0.5586,0.9629,1.0352,0.9715,0.8805,0.9992,0.9707,1.0984,1.1016,0.8891,1.0042,1.0254,1.093,1.0289,0.9395,0.9645,23983460.926025424
217,1.2555,0.8555,0.9449,0.9992,0.9391,1.0215,1.3086,0.9879,1.0852,0.9965,0.8305,0.9492,1.0457,0.9984,1.0016,1.1891,1.0017,0.9504,1.043,0.9789,0.9645,0.9895,28278337.310742788
218,0.9555,1.3555,1.0949,1.0992,1.1391,0.9715,0.8086,0.9379,0.9852,1.0465,0.9305,1.0492,0.8957,1.1984,0.8016,0.9891,0.9967,1.0004,0.943,1.0789,0.9145,1.0395,34837579.258620396
219,0.8805,0.9805,1.0574,1.0742,1.1891,0.9840000000000001,1.4336,0.9754,1.0602,0.9590000000000001,0.8055,1.0242,1.0082,1.0484,0.8516,0.9391,0.9954,1.0129,1.018,0.9039,0.977,1.002,26758900.100852698
220,1.1805,1.4805,0.9074,0.9742,0.9891,1.034,0.9336,0.9254,0.9602,1.0090000000000001,0.9055,0.9242,0.8582,0.8484,1.0516,1.1391,1.0004,0.9629,0.9179999999999999,1.0039,0.927,0.9520000000000001,33208540.747934457
221,1.0305,0.7305,1.1324,1.0242,0.8891,1.0090000000000001,1.1836,0.9004,0.9102,1.034,0.9555,0.9742,1.0832,1.1484,1.1516,0.8391,1.0029,1.0379,0.968,0.9539,0.9520000000000001,0.977,26160508.598693255
222,0.7305,1.2305,0.9824,0.9242,1.0891,0.9590000000000001,0.6836,0.9504,1.0102,0.9840000000000001,0.8555,1.0742,0.9332,0.9484,0.9516,1.0391,0.9979,0.9879,1.068,1.0539,0.902,1.0270000000000001,24538030.8195013
223,0.7211,0.9648,0.9027,0.9836,0.9578,0.9699,1.2305,0.9645,0.9695,1.0262,0.8336,0.9898,1.0879,1.0422,0.8828,0.9453,0.9987,0.9520000000000001,0.9273,1.0945,0.9223,0.9785,24730282.387510303
224,1.0211,1.4648,1.0527,1.0836,1.1578,1.0199,0.7305,0.9145,1.0695,0.9762,0.9336,1.0898,0.9379,0.8422,1.0828,1.1453,1.0037,1.002,1.0273,0.9945,0.9723,1.0285,33664765.00602132
225,1.1711,0.7148,0.9777,0.9336,1.0578,1.0449,1.4805,0.9395,1.0195,0.9512,0.9836,1.0398,1.0129,1.1422,1.1828,0.8453,1.0012,0.977,1.0773,1.0445,0.9473,1.0035,23819339.58415565
226,0.8711,1.2148,1.1277,1.0336,0.8578,0.9949,0.9805,0.9895,0.9195,1.0012,0.8836,0.9398,0.8629,0.9422,0.9828,1.0453,0.9962,1.0270000000000001,0.9773,0.9445,0.9973,0.9535,29724753.731519274
